Students	1635
1	1 2 3 101
2	4 5 95 198
3	6 85
4	7 210
5	8 9 68 145 74
6	10 11 28
7	12
8	13 14 108
9	15 43
10	16 12 103
11	17 18 19 13
12	20 21 22 267
13	23 116 162 25
14	2 36 145 268 32
15	10 24 25
16	10 26 80 265
17	27 28 61 16
18	10 28
19	29 30
20	31 22 241
21	32 33 99 269
22	34 9
23	25 35 191 237
24	36 37 38 39
25	20
26	40 199 204
27	41 72 51 213
28	42 2 43 219
29	13
30	10 44 28
31	45 218
32	46 47 114 107
33	48 49 50
34	51 7 260
35	27 7 41
36	50 232 263
37	3 52
38	47 53 54
39	21 119 55
40	55 56 91 198
41	57 110 155
42	12 58 59
43	58 59 186
44	60 70 268
45	61 62 63 64
46	65 66 270 171
47	13
48	13 29 1
49	2 67 258 257
50	55
51	68 8 69
52	8 191 204 68 114
53	70 2
54	27 51 71 7
55	41 72 218
56	73
57	48 74 7 27
58	2 75 43 68 8
59	47 22 76
60	12 52
61	77 78 51
62	13 22 31
63	79 44 80 279
64	45 81 62
65	1 82 3 2
66	73 62 12
67	83 114
68	84 85 86
69	47 87 25
70	18 88 29
71	44 89 23
72	9 220
73	12 90 91 56 260
74	55 64 67
75	20 92
76	93 58
77	94 10 26
78	28
79	5 95 137 271
80	96 50 178
81	51 7 61
82	7 160 72 151
83	97 77 27 273
84	18 13 56
85	12 58 59 125
86	2 3 259
87	98 71
88	59 214 9
89	99 184 63
90	2 43 63
91	2 6 3 100
92	101 90
93	44
94	51 7 258
95	47 38 85 238
96	102 103 104 204
97	47 105 23
98	106 235
99	107
100	27
101	108 109 30 110
102	47
103	111 204
104	112 22 123
105	102 113 98 170
106	2 12 274
107	66 242
108	100 106 218
109	12 59 220 273
110	94 10 63 56
111	48 77 50 49
112	114 273 204
113	66
114	64
115	27 94 16
116	41 29 30 204 58
117	115 274 275
118	116 74 52 77
119	117 212 186
120	21 71 28 64
121	48 118 119
122	120 121 159
123	122 123 124
124	51 71 125 52
125	116 51 126 28
126	48 77 21 80
127	127 51 7
128	50 128 191
129	48 49 125 12
130	116 19 129
131	130 23 131 269
132	111 81 204 32
133	39 45 132 81
134	108 21 129
135	57 109 108
136	133 134 135 181
137	40 192 63 191
138	136 120 137 150
139	77 116 61 257
140	138 124 38 261
141	139
142	140 141 142 143
143	144 55 52 259
144	18 13
145	109 29 145 86
146	146 74 134 73
147	133 135 147 188
148	94 48 51
149	148 55 234
150	149 150 80 260
151	133 191 216 204
152	135 144 261
153	128 156
154	108 120 151 126
155	49 108 152 236
156	51 49 108 190
157	103 153 144 159
158	154 116 38
159	10
160	37 3 1 51
161	77 116 211 257
162	123 133 135 277
163	58 93 88 172
164	78 155 128
165	156 78 128 212
166	137 157
167	94 38 26 269
168	51 7 61
169	40 6
170	48 268
171	48 7 152
172	119 125 158
173	124 191 150 111
174	77 116 49
175	24 115 86
176	19 119 63 204
177	66 149 277
178	86 172 165 119
179	45 188
180	153 49 41
181	94 10 153
182	159 204 172 12
183	125 28 185 12
184	49 108 101 173
185	79 80 160 257 163
186	15 161 148 63
187	135 138 133 124
188	36 49 116 148
189	162 163 19 204
190	29 74
191	1 227
192	164 165 98
193	166 103 12
194	108 77 19 32
195	108 74 257 90
196	118 73 250
197	133 135 186 235
198	166 56 172 118
199	109 74 155
200	99 104 11 138
201	135
202	76 19 111 153 155
203	163 167 168 38
204	169 144 147 148
205	120 127 26 145
206	116 144 260 172
207	118 119 234 222
208	125 153 52 12
209	48 41 213
210	162 170 70
211	73 150 32
212	144 74 108 153
213	71 266 12
214	171 123 153
215	137 56 150 271
216	48 46 83 70
217	45 159 191 153 111
218	172 112 127 167
219	76 19 235
220	71 135
221	158 69 76 173
222	133 127 19 111
223	45 173 11 174 183
224	21 135 133 104
225	108 49 9
226	175 247 19
227	124 133 155 69
228	99 137 45 11
229	45 125 101
230	123 124 76 151
231	176 150 204 54
232	116 155 19
233	176 45 6
234	99 126 73
235	146 273
236	146 48 154
237	163 71
238	177
239	156 78 128 146
240	63 28
241	140
242	178 38 268
243	59 129 9
244	109 110 108
245	40 179 114 121
246	180
247	25 143 35 92
248	61
249	124 66 217
250	88 72 78
251	33
252	165 7 177 72
253	61 116
254	95 228
255	119 125 181 28
256	1 126 81
257	77 78
258	108 70 125
259	37 42
260	182 95 228 247
261	61 67 60
262	48 265 181 103
263	89 47 3 187
264	78 58 59 51
265	2 15 192 48
266	183 64
267	114 118
268	114 179
269	184 111 114
270	111 204 114
271	124 134 277
272	111 204
273	149 162 145 262 131
274	185 111 140 199
275	156 78 128 144
276	77 90 159 211
277	36 108 51 3
278	111 191 155 255
279	165 63 103 146
280	172 73 168 86
281	116 133 212 153
282	103 52 77 116
283	133 186 235
284	46 107 186 225
285	77 116 103
286	180
287	187 183
288	81 78
289	48 49 116 70
290	48 116 29 213
291	165 115 189 54
292	38 43 55 81
293	77 72
294	139 71 125 108
295	111 204
296	190 230
297	191 111 204 199
298	36 137 73 91 165
299	116 120 51 181
300	49 108 153 154
301	72 48 7 51
302	162 22 275
303	22 60 70 257
304	116 19 192 14
305	193
306	48 41 172
307	42 194 195 257
308	103 181 43
309	123 146 74
310	111 127 148 19 73
311	138 111 123
312	149 196 19 51 197
313	85 246 101 178
314	116 90 214 49
315	173
316	123 124 155
317	162
318	198 208 158 146
319	33 165
320	31 67 195
321	199 111 114 196
322	181 48 41 7
323	103
324	72 116 109 52
325	59
326	2 25 35 32
327	77 50 96
328	94 10 99 75
329	96 57 67
330	142 200 201 33
331	79 44 36 24
332	44 202 195 194
333	125 111 40 90
334	156 78 173 128
335	96 50
336	108 109 30 257
337	102 56
338	95 228
339	114 117
340	2 9 149 129
341	203 200 137 147
342	7 193 51
343	48 77 116
344	75
345	94 159 15 229
346	116 51 62
347	109 30
348	205 68
349	94 10 26
350	94 41 213
351	91 52
352	99 184 89 193 73
353	64
354	57 110 1
355	73 22 113 259
356	206 125 62 28 183 187
357	71 81 64 218
358	21 103 101
359	207 209 107 111
360	45 81
361	78 128 156 113 120
362	73 148 172 70
363	116 19 63 155
